id,channel_acq,num_past_purch,spent_last_purchase,weeks_since_visit,browsing_minutes,shopping_cart,minority,non_male,state
Next_572,2,0,0,0,11,0,0,1,9
Next_573,2,1,71.99,1,14,0,0,1,7
Next_574,1,1,51.99,7,10,0,0,0,3
Next_575,2,4,67.99,2,17,0,0,1,3
Next_576,3,4,71.99,2,17,0,0,1,7
Next_577,3,0,0,7,15,0,0,1,3
Next_578,3,0,0,6,20,1,0,1,4
Next_579,1,5,109.98,0,16,0,1,1,3
Next_580,2,0,0,2,12,1,0,0,5
Next_581,3,2,54.99,4,20,1,1,1,7
Next_582,3,2,40.99,5,14,0,0,0,3
Next_583,5,0,0,7,14,1,0,1,1
Next_584,1,0,0,0,7,1,1,0,3
Next_585,2,1,139.98,1,16,0,0,1,2
Next_586,1,6,47.99,0,23,0,1,1,7
Next_587,1,2,119.98,4,14,0,1,1,3
Next_588,2,0,0,4,20,0,0,1,3
Next_589,5,0,0,3,24,0,0,1,4
Next_590,1,0,0,0,21,0,0,1,7
Next_591,3,2,55.99,2,23,1,0,1,6
Next_592,1,0,0,5,12,0,1,1,3
Next_593,1,2,117.98,3,19,0,0,0,1
Next_594,3,0,0,4,20,1,0,1,2
Next_595,1,2,64.99,4,20,0,0,1,2
Next_596,1,3,51.99,4,1,0,0,0,9
Next_597,3,3,95.98,1,13,0,0,0,1
Next_598,4,2,63.99,7,14,0,0,0,3
Next_599,1,9,65.99,3,16,0,1,1,3
Next_600,1,5,69.99,1,2,0,0,0,1
Next_601,1,3,63.99,3,23,0,1,1,10
Next_602,2,0,0,1,6,1,0,0,7
Next_603,3,1,72.49,5,17,0,0,1,1
Next_604,3,0,0,3,18,0,0,1,2
Next_605,2,3,291.96,5,18,0,0,1,5
Next_606,2,0,0,3,17,0,0,1,6
Next_607,3,1,53.99,1,14,1,0,1,9
Next_608,1,4,55.99,6,11,0,1,0,3
Next_609,3,2,56.99,0,10,0,0,0,2
Next_610,2,0,0,0,9,0,0,0,9
Next_611,3,2,129.98,0,26,1,0,1,3
Next_612,1,2,248.97,4,19,0,0,1,1
Next_613,2,1,49.99,2,2,1,0,0,2
Next_614,1,0,0,2,4,0,1,0,7
Next_615,2,2,46.99,5,16,0,0,1,8
Next_616,2,2,115.98,0,10,0,0,0,4
Next_617,1,1,54.99,6,5,0,0,0,1
Next_618,5,3,66.99,4,16,0,0,1,2
Next_619,1,3,263.96,0,26,0,1,1,3
Next_620,1,0,0,0,18,0,0,1,7
Next_621,2,3,61.99,0,3,0,0,0,1
Next_622,1,4,65.49,1,9,0,0,0,2
Next_623,2,8,69.99,0,9,0,0,0,1
Next_624,3,1,52.49,1,21,1,0,1,5
Next_625,1,2,81.99,4,7,1,1,0,10
Next_626,1,3,50.99,6,10,1,1,1,3
Next_627,3,3,62.99,6,17,0,0,1,1
Next_628,3,2,103.98,0,4,1,0,0,4
Next_629,3,0,0,1,18,0,0,0,10
Next_630,3,1,58.99,4,19,0,0,1,5
Next_631,1,4,243.96,5,20,0,1,1,3
Next_632,1,2,73.99,2,14,0,1,1,7
Next_633,2,0,0,1,12,0,0,0,5
Next_634,1,0,0,1,2,1,0,0,4
Next_635,2,1,52.99,3,24,0,0,1,5
Next_636,1,4,61.99,5,2,0,0,0,3
Next_637,1,6,46.99,0,22,1,0,1,5
Next_638,3,5,84.99,7,18,0,0,1,5
Next_639,1,2,60.49,2,14,0,0,1,1
Next_640,3,5,54.49,0,13,0,0,1,1
Next_641,1,1,37.99,5,11,0,0,0,3
Next_642,2,1,70.99,2,21,0,0,0,3
Next_643,1,0,0,1,19,0,0,1,8
Next_644,2,5,121.98,1,1,1,0,0,1
Next_645,2,1,54.49,5,30,0,0,1,8
Next_646,3,3,63.99,3,20,0,0,1,1
Next_647,1,0,0,6,23,0,0,1,5
Next_648,2,3,129.98,4,19,0,0,0,2
Next_649,3,1,66.99,7,22,0,0,1,1
Next_650,1,1,121.98,4,8,0,1,1,3
Next_651,2,0,0,4,11,1,0,0,8
Next_652,1,0,0,4,24,0,0,1,4
Next_653,1,13,132.98,3,13,0,1,1,3
Next_654,1,0,0,0,2,0,0,0,5
Next_655,3,10,61.49,4,17,0,0,1,3
Next_656,2,6,57.49,5,13,0,0,1,6
Next_657,3,9,115.98,2,20,1,0,1,7
Next_658,2,4,283.96,0,2,0,0,0,8
Next_659,1,0,0,4,10,0,1,0,10
Next_660,3,1,70.99,3,17,0,1,1,7
Next_661,3,0,0,4,19,0,0,1,1
Next_662,2,0,0,3,20,0,0,1,7
Next_663,1,3,58.49,1,27,0,0,1,6
Next_664,3,0,0,0,22,0,0,1,6
Next_665,3,1,139.47,2,7,0,0,0,4
Next_666,1,0,0,2,24,0,0,1,4
Next_667,3,0,0,0,8,0,0,1,2
Next_668,2,3,50.49,0,18,0,0,1,1
Next_669,1,2,82.49,5,26,0,0,1,1
Next_670,1,1,206.97,5,6,1,0,0,6
Next_671,1,1,46.99,4,15,0,1,0,7
Next_672,3,0,0,4,12,1,0,0,4
Next_673,1,0,0,7,8,0,0,0,1
Next_674,1,2,58.99,2,8,0,0,0,5
Next_675,2,0,0,2,6,1,0,0,5
Next_676,3,3,182.97,4,16,1,0,1,10
Next_677,1,3,74.99,4,16,0,0,0,7
Next_678,2,0,0,3,19,1,0,1,2
Next_679,3,10,59.99,4,3,0,0,0,3
Next_680,3,0,0,5,12,1,0,1,3
Next_681,1,0,0,5,12,0,0,1,5
Next_682,1,0,0,4,13,0,1,0,3
Next_683,3,4,46.99,0,1,0,0,0,1
Next_684,2,1,72.49,6,15,1,0,1,10
Next_685,3,5,65.99,4,24,0,0,1,4
Next_686,4,1,53.99,1,12,1,0,1,2
Next_687,3,1,64.49,4,12,0,0,1,2
Next_688,3,1,65.99,4,21,0,0,1,5
Next_689,2,0,0,7,2,0,0,0,2
Next_690,4,0,0,5,18,0,0,1,1
Next_691,1,0,0,2,13,1,0,0,7
Next_692,2,3,53.49,4,6,1,0,0,2
Next_693,1,1,53.99,6,16,0,1,0,3
Next_694,3,1,50.99,1,21,0,0,1,1
Next_695,2,0,0,3,17,0,1,1,10
Next_696,2,0,0,0,13,1,0,0,5
Next_697,2,0,0,2,20,0,0,1,3
Next_698,3,0,0,4,16,0,0,1,3
Next_699,1,0,0,3,17,0,1,1,3
Next_700,2,3,62.99,1,8,0,0,1,6
Next_701,3,0,0,4,13,0,0,1,6
Next_702,1,1,68.99,1,3,1,1,0,7
Next_703,3,0,0,1,21,0,0,1,3
Next_704,3,0,0,0,19,0,0,1,1
Next_705,1,2,136.98,6,24,0,0,1,1
Next_706,2,2,93.98,0,17,0,0,1,1
Next_707,3,0,0,3,12,1,0,0,4
Next_708,1,1,84.99,7,13,1,0,0,3
Next_709,5,0,0,1,11,1,0,0,2
Next_710,3,3,141.98,0,9,0,0,1,10
Next_711,3,2,135.98,1,12,0,0,1,1
Next_712,2,0,0,1,23,0,0,1,5
Next_713,1,7,75.99,4,9,0,1,1,3
Next_714,3,0,0,6,21,0,1,1,7
Next_715,5,0,0,1,18,0,0,1,8
Next_716,2,1,57.99,0,15,0,0,1,6
Next_717,3,1,65.99,5,20,0,0,1,5
Next_718,1,2,66.49,5,14,0,0,1,2
Next_719,3,0,0,7,5,0,0,0,1
Next_720,3,7,52.49,7,18,0,0,1,5
Next_721,2,0,0,4,2,0,0,0,8
Next_722,1,2,61.99,6,16,0,1,1,3
Next_723,3,1,79.49,0,18,0,0,1,4
Next_724,1,1,64.99,6,13,0,1,0,3
Next_725,2,1,154.47,1,16,0,0,1,6
Next_726,2,0,0,0,16,0,0,1,2
Next_727,1,6,184.47,7,4,0,0,0,2
Next_728,3,1,53.99,1,17,1,0,0,4
Next_729,3,2,51.99,0,16,0,0,1,1
Next_730,2,1,63.49,1,6,0,0,0,7
Next_731,3,1,147.98,6,1,0,0,0,3
Next_732,3,2,80.99,6,18,0,0,1,1
Next_733,1,4,38.49,6,10,1,0,0,1
Next_734,2,0,0,1,2,0,0,0,6
Next_735,1,3,105.98,1,13,0,0,1,1
Next_736,1,2,200.97,0,15,1,0,0,4
Next_737,1,6,41.99,4,18,1,0,0,1
Next_738,2,6,188.97,6,17,0,0,0,5
Next_739,1,2,66.99,4,20,0,1,0,3
Next_740,1,3,143.97,2,22,0,1,1,3
Next_741,1,1,200.97,4,14,0,0,0,7
Next_742,1,2,66.99,0,10,0,0,1,4
Next_743,3,2,76.49,6,20,0,0,1,3
Next_744,3,1,71.99,3,20,0,0,1,1
Next_745,3,1,90.98,0,13,1,0,1,2
Next_746,1,2,59.99,0,12,1,0,0,5
Next_747,1,3,85.49,3,19,0,0,1,4
Next_748,3,4,55.49,4,17,0,0,0,8
Next_749,3,0,0,0,13,0,1,1,10
Next_750,2,0,0,3,18,0,0,0,1
Next_751,1,1,72.49,1,1,0,0,0,2
Next_752,1,6,131.98,0,14,0,0,0,5
Next_753,3,2,55.99,3,28,0,0,1,3
Next_754,1,2,45.49,5,1,1,1,0,10
Next_755,1,0,0,1,18,1,1,0,3
Next_756,3,1,155.97,7,13,0,0,1,2
Next_757,1,0,0,4,14,1,1,0,3
Next_758,5,2,70.99,0,20,1,0,1,2
Next_759,1,3,162.98,1,2,0,0,0,7
Next_760,3,2,136.98,3,5,1,0,0,5
Next_761,4,6,70.99,2,11,1,0,0,7
Next_762,1,2,48.99,7,14,0,0,1,3
Next_763,1,4,61.99,5,14,1,0,1,6
Next_764,1,0,0,5,13,0,1,0,10
Next_765,5,5,131.98,2,6,1,0,0,1
Next_766,1,0,0,4,17,1,0,0,3
Next_767,2,0,0,2,4,1,0,0,6
Next_768,4,4,158.98,1,3,1,1,0,3
Next_769,3,0,0,1,16,0,0,1,3
Next_770,1,0,0,0,15,0,1,1,7
Next_771,3,1,65.99,4,17,1,0,1,3
Next_772,2,3,61.99,3,5,0,0,0,3
Next_773,2,2,129.98,5,18,1,0,0,8
Next_774,1,5,55.99,4,15,1,1,0,7
Next_775,4,2,109.98,0,15,1,0,1,4
Next_776,1,1,67.99,0,10,0,1,1,10
Next_777,3,2,29.99,2,15,0,0,1,3
Next_778,2,0,0,1,15,1,0,0,6
Next_779,1,0,0,2,23,0,1,1,3
Next_780,5,1,133.98,1,7,0,0,1,9
Next_781,3,1,50.49,0,14,1,0,1,6
Next_782,2,0,0,5,18,1,0,1,2
Next_783,2,1,146.98,0,4,0,0,0,9
Next_784,1,0,0,4,23,0,0,1,2
Next_785,1,0,0,5,6,0,0,0,1
Next_786,3,0,0,5,23,0,0,1,2
Next_787,1,2,53.99,7,6,0,0,0,1
Next_788,1,1,117.98,5,7,1,0,0,7
Next_789,1,3,45.49,0,10,0,0,1,1
Next_790,2,0,0,7,12,0,0,1,4
Next_791,1,0,0,2,8,0,0,1,5
Next_792,2,0,0,7,27,0,0,1,2
Next_793,1,0,0,0,17,1,0,1,8
Next_794,2,3,59.49,1,11,0,0,0,2
Next_795,3,2,50.99,4,21,0,0,1,5
Next_796,3,0,0,5,18,0,1,1,3
Next_797,3,0,0,7,19,0,0,1,8
Next_798,4,1,170.97,7,4,0,0,0,7
Next_799,1,5,62.99,7,5,0,0,1,8
Next_800,1,0,0,0,21,0,1,1,3
Next_801,1,1,146.97,0,23,0,0,1,4
Next_802,3,0,0,4,18,0,0,0,4
Next_803,2,1,73.99,5,23,0,0,1,7
Next_804,1,1,69.99,7,20,0,0,1,1
Next_805,1,1,44.99,6,12,0,0,1,1
Next_806,3,1,58.49,4,26,0,0,1,4
Next_807,1,6,56.49,6,17,0,1,1,3
Next_808,2,1,60.99,0,2,1,0,0,10
Next_809,2,1,57.99,1,15,1,0,1,8
Next_810,2,0,0,3,12,1,0,0,8
Next_811,1,0,0,1,13,1,0,1,2
Next_812,3,2,56.49,1,7,0,0,1,10
Next_813,2,5,54.99,4,23,0,0,1,8
Next_814,2,3,69.49,1,18,0,0,1,7
Next_815,1,0,0,2,14,0,0,0,1
Next_816,2,0,0,0,19,0,0,1,2
Next_817,1,2,55.49,5,20,1,1,1,10
Next_818,2,0,0,7,18,1,0,0,6
Next_819,2,0,0,2,17,0,0,1,3
Next_820,3,5,44.49,1,9,1,0,1,8
Next_821,4,3,65.49,6,2,0,0,0,1
Next_822,1,0,0,4,20,0,1,1,3
Next_823,3,1,145.98,4,24,0,0,1,3
Next_824,1,2,69.49,0,20,1,0,1,7
Next_825,4,1,61.99,1,11,0,0,0,3
Next_826,2,3,54.99,1,17,0,0,1,2
Next_827,2,2,74.49,0,12,1,0,0,2
Next_828,3,0,0,4,10,0,1,1,10
Next_829,3,0,0,1,16,1,0,1,5
Next_830,1,5,64.49,0,12,0,1,1,3
Next_831,1,3,46.99,2,21,0,1,1,3
Next_832,2,4,54.99,4,19,1,0,1,4
Next_833,1,5,163.98,7,17,0,0,1,5
Next_834,3,0,0,0,23,0,0,1,2
Next_835,1,0,0,0,17,0,0,1,5
Next_836,4,2,66.49,4,10,1,0,0,9
Next_837,1,0,0,1,20,0,0,1,6
Next_838,3,2,93.98,4,16,0,0,1,1
Next_839,1,1,29.99,5,15,0,1,1,7
Next_840,4,1,65.99,6,6,1,0,0,2
Next_841,2,1,63.49,4,4,0,0,0,4
Next_842,1,4,38.49,1,19,0,1,1,3
Next_843,1,3,56.99,4,6,0,0,0,8
Next_844,2,1,65.49,5,3,1,0,0,1
Next_845,1,0,0,5,16,1,0,1,1
Next_846,1,5,102.98,4,1,0,1,0,7
Next_847,1,0,0,6,9,0,0,0,1
Next_848,1,4,50.99,4,10,0,1,1,10
Next_849,3,0,0,6,17,1,0,1,3
Next_850,2,0,0,0,14,0,0,1,1
Next_851,1,0,0,6,1,1,0,0,2
Next_852,2,0,0,7,13,0,0,1,3
Next_853,1,2,133.98,2,17,1,0,1,6
Next_854,1,2,82.98,1,24,0,1,1,3
Next_855,5,6,68.98,0,18,0,0,1,3
Next_856,1,1,55.99,2,10,0,1,0,7
Next_857,3,0,0,1,3,0,0,0,6
Next_858,3,1,97.98,1,18,0,0,1,2
Next_859,3,0,0,5,4,1,0,0,4
Next_860,3,10,142.98,0,13,0,1,1,3
Next_861,5,1,55.99,1,1,0,0,0,4
Next_862,5,2,67.99,0,2,0,1,0,7
Next_863,3,4,57.99,0,17,0,0,1,1
Next_864,2,8,53.99,5,16,0,0,1,2
Next_865,1,7,60.99,2,19,0,1,1,7
Next_866,3,1,147.98,3,25,0,0,1,2
Next_867,1,9,133.98,3,14,0,1,0,3
Next_868,3,2,129.98,6,19,0,0,1,2
Next_869,2,4,68.99,2,18,0,0,1,8
Next_870,4,0,0,7,13,0,0,0,3
Next_871,1,1,57.99,0,16,0,0,1,2
Next_872,3,1,40.99,6,22,0,0,1,8
Next_873,1,2,51.99,3,12,0,0,1,6
Next_874,1,4,247.96,1,2,1,0,0,6
Next_875,2,6,115.98,6,11,0,0,1,2
Next_876,1,1,55.99,0,3,0,0,0,7
Next_877,1,2,67.99,3,17,1,0,0,8
Next_878,2,1,71.99,4,8,1,0,0,1
Next_879,3,0,0,4,12,0,0,1,6
Next_880,3,1,66.99,2,6,0,0,0,1
Next_881,3,0,0,7,9,0,1,1,3
Next_882,2,7,148.47,3,11,1,0,0,2
Next_883,3,0,0,5,12,0,0,1,2
Next_884,3,1,139.98,2,1,1,0,0,2
Next_885,1,1,58.99,7,2,0,1,0,3
Next_886,3,0,0,4,15,1,0,1,3
Next_887,3,1,63.99,5,24,0,0,1,3
Next_888,1,3,40.99,5,14,0,0,1,1
Next_889,2,2,53.49,0,19,0,0,0,2
Next_890,2,0,0,7,26,0,1,1,10
Next_891,1,13,54.99,0,14,0,0,0,4
Next_892,3,0,0,5,9,0,0,1,5
Next_893,4,0,0,7,17,0,0,1,8
Next_894,2,5,76.99,7,20,0,0,0,6
Next_895,1,5,77.99,3,5,0,0,0,5
Next_896,1,0,0,5,9,0,0,0,1
Next_897,2,0,0,0,14,0,0,0,1
Next_898,5,4,57.49,2,21,0,0,1,8
Next_899,1,0,0,7,5,0,1,0,7
Next_900,3,0,0,0,11,0,1,1,3
Next_901,1,2,54.99,4,8,0,1,0,3
Next_902,2,3,143.98,7,12,0,0,0,5
Next_903,1,4,56.99,7,11,0,1,1,7
Next_904,2,3,73.49,7,22,0,0,1,1
Next_905,4,0,0,6,17,1,0,1,5
Next_906,2,1,65.49,5,5,0,0,0,5
Next_907,2,0,0,4,14,1,0,0,1
Next_908,3,1,69.99,2,7,0,0,0,3
Next_909,1,1,58.99,2,22,0,0,1,6
Next_910,1,0,0,2,10,0,1,0,7
Next_911,1,0,0,7,14,0,1,1,10
Next_912,5,1,51.99,1,11,0,0,1,4
Next_913,4,0,0,3,24,0,0,1,3
Next_914,1,1,62.99,4,1,1,0,0,3
Next_915,2,1,145.98,1,8,0,0,0,2
Next_916,1,1,47.99,4,4,1,0,0,2
Next_917,1,3,181.47,0,10,0,1,0,3
Next_918,1,0,0,1,12,0,1,1,3
Next_919,2,3,133.98,5,8,1,0,0,5
Next_920,1,3,130.98,2,4,1,0,0,8
Next_921,1,2,51.49,3,19,0,0,1,6
Next_922,3,1,58.99,7,10,0,0,1,6
Next_923,1,3,143.98,1,26,0,0,1,3
Next_924,2,1,157.98,3,16,0,0,1,2
Next_925,3,0,0,7,12,0,0,1,2
Next_926,4,5,60.99,3,8,0,1,0,3
Next_927,1,7,57.99,1,21,0,0,1,1
Next_928,3,3,48.99,5,16,0,0,1,4
Next_929,2,5,145.47,6,13,1,0,0,5
Next_930,1,0,0,3,17,0,1,0,3
Next_931,2,2,95.99,3,15,0,0,0,4
Next_932,1,0,0,2,13,0,1,1,7
Next_933,3,0,0,4,5,1,1,0,10
Next_934,3,0,0,6,15,0,0,1,1
Next_935,1,7,121.98,3,12,0,1,0,3
Next_936,1,0,0,0,25,0,0,1,3
Next_937,1,1,48.49,0,15,1,0,0,5
Next_938,5,1,48.49,6,18,1,0,0,2
Next_939,1,1,67.99,2,15,0,1,0,7
Next_940,5,2,57.99,0,13,0,1,1,7
Next_941,4,10,70.49,6,13,1,0,1,5
Next_942,2,0,0,2,16,1,0,1,6
Next_943,1,0,0,5,11,0,1,0,3
Next_944,1,1,172.47,0,10,0,0,0,5
Next_945,3,0,0,5,12,1,0,0,2
Next_946,3,0,0,5,15,0,0,0,6
Next_947,5,0,0,6,14,1,0,1,1
Next_948,2,0,0,5,1,1,0,0,3
Next_949,1,1,61.99,1,7,1,0,1,8
Next_950,1,2,51.99,5,2,0,0,0,5
Next_951,3,3,50.99,2,18,0,0,1,2
Next_952,1,2,144.98,4,16,0,1,1,3
Next_953,2,5,62.99,4,6,0,0,0,3
Next_954,1,2,56.99,2,21,0,1,1,3
Next_955,1,3,99.98,5,22,0,1,1,10
Next_956,4,1,45.99,2,3,0,0,0,6
Next_957,3,0,0,7,15,0,1,1,3
Next_958,1,0,0,6,3,0,0,0,1
Next_959,1,0,0,1,17,0,1,1,3
Next_960,3,3,95.98,0,19,1,0,1,7
Next_961,4,2,62.49,4,20,0,0,0,10
Next_962,1,0,0,0,22,0,1,1,3
Next_963,2,7,79.99,4,6,0,0,0,5
Next_964,3,3,154.98,1,17,0,0,1,1
Next_965,3,3,55.99,1,16,0,1,1,7
Next_966,2,8,60.49,5,5,0,0,0,6
Next_967,1,2,61.99,5,6,0,0,0,1
Next_968,2,4,58.99,4,17,0,0,1,4
Next_969,1,0,0,6,13,0,0,0,4
Next_970,2,5,39.99,7,17,0,0,1,5
Next_971,1,1,56.49,5,8,0,0,1,6
Next_972,3,6,57.99,4,13,0,0,1,1
Next_973,2,0,0,1,22,0,0,1,6
Next_974,3,0,0,2,17,0,0,1,7
Next_975,5,1,53.49,4,7,0,0,0,2
Next_976,1,0,0,1,22,0,1,0,3
Next_977,3,1,103.98,7,22,0,0,1,4
Next_978,1,0,0,2,4,0,1,0,7
Next_979,1,3,59.99,0,20,0,1,1,10
Next_980,1,3,61.99,2,4,0,1,0,3
Next_981,2,0,0,5,2,1,0,0,2
Next_982,1,1,69.99,0,1,0,1,0,3
Next_983,1,0,0,7,10,1,0,0,4
Next_984,1,2,80.99,2,4,0,1,0,3
Next_985,4,1,147.98,6,10,0,0,0,2
Next_986,1,0,0,1,20,0,1,1,10
Next_987,3,1,66.99,4,8,1,0,1,5
Next_988,4,2,175.47,0,8,0,0,0,8
Next_989,3,1,63.99,2,1,1,0,0,5
Next_990,2,1,48.49,5,7,0,0,0,5
Next_991,1,3,62.99,6,3,1,1,0,3
Next_992,4,1,59.99,2,16,1,0,1,2
Next_993,1,1,121.98,0,8,0,0,0,4
Next_994,3,7,63.49,4,17,0,0,1,4
Next_995,1,3,133.98,4,4,1,0,0,4
Next_996,3,3,51.99,4,15,1,0,1,1
Next_997,4,1,116.98,3,17,0,0,1,7
Next_998,1,19,116.98,2,27,1,0,1,2
Next_999,3,7,133.98,6,2,0,0,0,1
Next_1000,4,3,59.99,5,3,0,0,0,3
Next_1001,3,10,70.49,7,25,0,0,1,9
Next_1002,1,1,66.49,0,5,1,1,0,3
Next_1003,1,0,0,7,14,1,1,0,7
Next_1004,1,0,0,1,12,0,1,1,3
Next_1005,5,4,117.98,4,12,0,0,1,3
Next_1006,3,0,0,7,10,1,0,0,6
Next_1007,2,2,141.98,2,1,0,0,0,9
Next_1008,3,0,0,7,27,0,0,1,3
Next_1009,1,2,61.49,7,8,0,1,0,10
Next_1010,2,0,0,0,3,0,0,0,3
Next_1011,3,1,65.99,1,22,0,0,1,3
Next_1012,3,7,54.99,4,14,0,0,1,10
Next_1013,1,3,53.99,1,1,1,0,0,3
Next_1014,2,1,182.97,4,21,0,0,0,5
Next_1015,2,1,52.49,7,19,0,0,1,4
Next_1016,1,0,0,0,11,0,1,0,3
Next_1017,1,1,68.49,4,1,0,1,0,3
Next_1018,1,10,61.99,5,23,0,0,1,9
Next_1019,1,4,115.98,1,16,1,1,1,3
Next_1020,2,6,54.99,4,16,1,0,1,4
Next_1021,2,1,69.99,1,9,0,0,0,6
Next_1022,1,1,77.99,1,7,1,1,0,10
Next_1023,1,1,179.97,2,18,0,0,1,5
Next_1024,1,3,231.96,0,6,0,0,0,1
Next_1025,3,2,73.99,6,17,0,0,1,4
Next_1026,1,0,0,7,17,0,1,0,10
Next_1027,2,0,0,6,16,0,0,1,3
Next_1028,3,5,54.99,0,16,0,0,1,8
Next_1029,3,2,60.99,5,6,1,0,0,2
Next_1030,5,2,39.99,5,17,0,0,0,4
Next_1031,2,0,0,1,4,1,0,0,1
Next_1032,1,5,71.99,7,9,0,0,1,5
Next_1033,2,6,31.99,5,13,0,0,1,3
Next_1034,2,2,74.99,5,10,0,0,1,1
Next_1035,2,5,55.99,2,19,0,0,1,10
Next_1036,2,0,0,1,15,0,0,1,2
Next_1037,1,0,0,5,14,0,0,1,1
Next_1038,2,5,57.99,7,23,0,0,1,7
Next_1039,2,2,74.99,6,5,0,0,0,2
Next_1040,1,2,52.99,1,12,1,0,0,3
Next_1041,2,6,50.49,0,11,0,0,0,1
Next_1042,1,2,151.98,5,15,0,0,1,2
Next_1043,1,7,56.49,1,21,0,1,1,3
Next_1044,1,8,51.49,2,5,0,0,0,3
Next_1045,1,0,0,5,15,0,0,1,5
Next_1046,3,15,209.97,4,5,0,0,0,7
Next_1047,3,3,49.99,7,13,0,0,1,3
Next_1048,1,0,0,1,8,0,0,0,1
Next_1049,4,0,0,1,3,1,0,0,1
Next_1050,2,0,0,5,17,0,0,1,3
Next_1051,3,1,64.99,1,18,1,0,1,2
Next_1052,1,7,63.49,1,23,1,1,1,7
Next_1053,2,6,56.99,1,16,0,0,1,4
Next_1054,2,0,0,3,2,1,0,0,2
Next_1055,4,0,0,1,1,0,0,0,1
Next_1056,1,3,46.99,6,21,0,0,1,3
Next_1057,2,1,196.47,0,19,0,0,1,4
Next_1058,2,0,0,5,11,1,0,0,8
Next_1059,1,2,68.99,4,12,0,0,1,7
Next_1060,1,1,51.99,0,14,1,0,0,1
Next_1061,2,2,116.98,1,21,1,0,1,1
Next_1062,3,7,67.49,2,6,0,0,1,10
Next_1063,5,0,0,2,16,1,0,1,1
Next_1064,3,0,0,6,14,1,0,1,4
Next_1065,1,3,62.99,4,3,0,0,0,6
Next_1066,1,1,56.99,4,23,0,0,1,2
Next_1067,1,3,52.99,5,10,1,1,0,7
Next_1068,1,0,0,1,21,0,0,1,3
Next_1069,1,1,32.99,1,8,0,0,0,1
Next_1070,2,3,81.99,0,3,1,0,0,3
Next_1071,3,0,0,5,8,0,0,1,2
Next_1072,1,3,40.49,5,19,0,1,1,7
Next_1073,2,2,138.98,6,10,0,1,0,3
Next_1074,1,1,72.99,1,21,0,0,1,1
Next_1075,3,1,223.96,7,5,0,0,1,4
Next_1076,1,1,151.98,4,10,0,1,0,3
Next_1077,3,4,112.98,0,16,0,0,1,3
Next_1078,3,0,0,0,9,0,0,1,9
Next_1079,1,2,61.99,0,10,1,0,1,7
Next_1080,3,0,0,5,24,0,0,1,1
Next_1081,3,0,0,7,16,0,0,1,2
Next_1082,3,0,0,1,19,0,0,1,8
Next_1083,3,0,0,7,20,0,0,1,1
Next_1084,1,5,112.98,1,15,0,1,1,3
Next_1085,1,0,0,2,6,1,0,0,2
Next_1086,1,0,0,7,1,0,0,0,1
Next_1087,1,2,153.98,7,29,0,1,1,3
Next_1088,2,9,78.98,7,13,0,0,1,8
Next_1089,2,2,72.99,5,10,0,0,0,3
Next_1090,3,5,63.99,4,13,1,0,0,1
Next_1091,1,7,70.99,4,17,0,0,0,5
Next_1092,1,1,136.98,5,13,0,0,1,1
Next_1093,2,5,56.99,1,14,1,0,0,7
Next_1094,1,1,56.99,4,11,1,1,0,7
Next_1095,1,1,66.99,2,23,0,1,1,3
Next_1096,1,2,70.99,1,2,0,1,0,10
Next_1097,1,0,0,0,22,0,1,1,10
Next_1098,3,1,42.99,5,15,0,0,1,1
Next_1099,1,0,0,0,1,0,0,0,7
Next_1100,2,2,59.99,5,12,0,0,1,4
Next_1101,1,0,0,2,7,1,1,0,3
Next_1102,3,2,52.99,2,16,0,0,1,2
Next_1103,3,1,67.99,5,17,0,0,1,4
Next_1104,3,3,70.99,3,12,1,0,1,3
Next_1105,1,2,50.99,7,12,1,0,0,7
Next_1106,4,2,48.49,1,20,0,0,1,5
Next_1107,2,1,56.99,0,16,0,0,1,4
Next_1108,3,0,0,2,11,0,0,1,1
Next_1109,3,3,64.49,0,19,0,0,1,8
Next_1110,1,0,0,2,15,0,0,1,7
Next_1111,3,0,0,5,14,0,0,1,9
Next_1112,2,3,184.47,4,12,0,0,0,3
Next_1113,3,0,0,3,27,0,0,1,1
Next_1114,1,3,60.99,2,17,0,0,1,6
Next_1115,1,1,53.99,4,6,1,0,0,1
Next_1116,2,9,62.99,2,13,1,0,1,4
Next_1117,1,0,0,3,15,0,0,0,1
Next_1118,1,18,64.99,6,22,0,1,1,3
Next_1119,3,0,0,0,23,1,0,1,1
Next_1120,3,0,0,0,14,1,0,1,6
Next_1121,1,4,58.99,2,22,0,0,1,5
Next_1122,1,0,0,4,14,0,0,0,3
Next_1123,3,9,70.49,5,16,0,0,1,5
Next_1124,3,2,53.99,2,19,0,0,1,1
Next_1125,3,1,75.99,2,9,0,1,0,3
Next_1126,3,1,59.99,4,23,0,0,1,7
Next_1127,3,3,153.98,6,16,0,0,0,1
Next_1128,1,1,61.99,5,23,0,0,1,5
Next_1129,1,0,0,5,14,0,0,1,1
Next_1130,2,5,171.98,4,7,0,0,0,8
Next_1131,1,3,59.99,7,12,0,1,1,7
Next_1132,1,1,188.97,1,21,0,1,1,7
Next_1133,2,3,130.98,2,20,1,0,1,4
Next_1134,3,1,37.99,0,18,0,1,1,10
Next_1135,3,1,59.99,0,4,1,0,0,3
Next_1136,5,0,0,5,14,1,0,1,2
Next_1137,2,0,0,5,5,0,0,0,5
Next_1138,1,1,66.99,6,6,1,0,0,6
