id,trans_after,revenue_after,channel_acq,test_coupon,num_past_purch,spent_last_purchase,weeks_since_visit,browsing_minutes,shopping_cart
AB_2216,0,0,3,1,5,53.99,0,19,0
AB_2217,0,0,1,1,6,75.99,0,6,0
AB_2218,0,0,3,1,0,0,5,1,0
AB_2219,0,0,3,0,3,131.98,5,21,0
AB_2220,0,0,3,1,0,0,6,15,1
AB_2221,0,0,1,1,1,69.99,2,11,0
AB_2222,0,0,3,0,2,42.49,1,5,0
AB_2223,0,0,2,0,0,0,7,26,0
AB_2224,0,0,1,0,1,47.49,0,8,0
AB_2225,0,0,4,1,1,42.99,2,16,0
AB_2226,0,0,1,0,1,116.98,1,23,0
AB_2227,0,0,3,1,1,66.99,1,21,0
AB_2228,0,0,1,0,6,44.99,4,2,1
AB_2229,0,0,2,0,3,50.49,4,3,0
AB_2230,0,0,1,1,1,203.97,4,3,0
AB_2231,0,0,3,1,0,0,7,7,1
AB_2232,0,0,1,1,2,59.49,0,22,0
AB_2233,0,0,1,1,2,115.98,1,14,1
AB_2234,1,79.99,2,0,3,79.99,6,8,1
AB_2235,0,0,2,1,2,54.99,3,13,0
AB_2236,0,0,3,0,0,0,4,18,0
AB_2237,0,0,1,1,7,66.99,3,2,1
AB_2238,0,0,3,1,2,179.98,5,20,1
AB_2239,0,0,2,1,0,0,5,22,1
AB_2240,1,60.792,3,1,16,75.99,0,10,0
AB_2241,0,0,3,0,0,0,7,18,1
AB_2242,0,0,1,0,1,67.99,0,17,1
AB_2243,0,0,2,1,1,174.98,6,8,1
AB_2244,0,0,3,1,0,0,0,23,0
AB_2245,0,0,1,0,4,61.49,3,6,0
AB_2246,0,0,2,0,0,0,2,12,0
AB_2247,0,0,3,1,2,65.99,1,13,0
AB_2248,0,0,3,1,0,0,2,27,0
AB_2249,0,0,3,1,1,57.99,5,22,0
AB_2250,0,0,1,0,2,44.99,4,12,1
AB_2251,1,45.592,2,1,4,56.99,1,23,0
AB_2252,1,49.592,3,1,0,0,5,28,0
AB_2253,0,0,2,1,2,49.49,5,30,0
AB_2254,0,0,3,0,2,125.98,5,15,0
AB_2255,0,0,3,0,0,0,5,22,1
AB_2256,0,0,5,1,0,0,4,14,0
AB_2257,0,0,1,1,5,164.97,2,24,0
AB_2258,0,0,4,1,2,121.98,1,19,0
AB_2259,0,0,1,0,0,0,7,2,0
AB_2260,1,47.992,2,1,0,0,1,2,0
AB_2261,0,0,1,1,1,188.97,5,20,0
AB_2262,0,0,1,1,0,0,7,12,1
AB_2263,0,0,3,1,5,162.98,7,12,1
AB_2264,0,0,3,0,0,0,4,15,0
AB_2265,0,0,3,1,0,0,6,18,1
AB_2266,0,0,1,0,1,104.98,6,16,0
AB_2267,0,0,2,1,7,43.49,6,21,1
AB_2268,0,0,3,0,7,48.99,1,11,0
AB_2269,0,0,1,0,7,46.99,2,15,0
AB_2270,0,0,4,1,3,46.49,4,14,0
AB_2271,0,0,3,1,1,235.96,6,16,0
AB_2272,1,34.392,3,1,5,42.99,0,12,0
AB_2273,0,0,1,0,4,54.99,4,21,0
AB_2274,1,52.392,3,1,3,65.49,6,16,0
AB_2275,0,0,3,1,0,0,4,18,1
AB_2276,0,0,1,0,1,42.49,0,23,0
AB_2277,0,0,2,0,1,60.99,1,2,1
AB_2278,0,0,3,1,0,0,6,14,0
AB_2279,0,0,2,0,2,56.99,6,20,0
AB_2280,0,0,2,0,0,0,6,7,0
AB_2281,0,0,1,0,0,0,1,20,0
AB_2282,1,41.992,1,1,3,52.49,5,28,1
AB_2283,0,0,2,0,0,0,4,17,0
AB_2284,0,0,1,1,1,66.49,2,1,0
AB_2285,0,0,3,0,0,0,0,19,0
AB_2286,0,0,3,0,0,0,4,24,1
AB_2287,0,0,2,0,1,57.49,4,19,0
AB_2288,0,0,1,0,1,45.49,5,3,0
AB_2289,0,0,1,0,0,0,5,3,1
AB_2290,0,0,2,0,0,0,4,23,1
AB_2291,0,0,2,1,0,0,0,5,1
AB_2292,0,0,1,0,3,58.49,2,18,0
AB_2293,0,0,3,1,0,0,4,19,0
AB_2294,0,0,2,1,0,0,4,15,0
AB_2295,0,0,3,1,3,50.99,6,12,0
AB_2296,0,0,1,0,5,142.98,0,17,0
AB_2297,0,0,1,1,0,0,5,22,0
AB_2298,0,0,1,0,0,0,1,6,0
AB_2299,0,0,1,1,2,52.99,1,23,0
AB_2300,0,0,2,1,3,66.99,6,22,0
AB_2301,0,0,3,0,3,48.99,4,16,0
AB_2302,1,41.592,2,1,2,103.98,3,20,1
AB_2303,0,0,3,0,0,0,4,9,1
AB_2304,1,55.592,2,1,11,138.98,3,3,1
AB_2305,0,0,3,0,2,68.99,2,16,1
AB_2306,0,0,3,0,0,0,5,20,0
AB_2307,0,0,3,1,2,108.98,5,21,0
AB_2308,0,0,3,1,3,295.96,0,13,0
AB_2309,0,0,2,1,0,0,4,20,0
AB_2310,0,0,1,0,0,0,0,20,0
AB_2311,0,0,3,0,2,67.49,5,22,1
AB_2312,0,0,1,1,0,0,1,3,0
AB_2313,0,0,3,1,0,0,5,19,0
AB_2314,1,68.49,1,0,2,68.49,0,19,1
AB_2315,0,0,1,0,0,0,4,9,0
AB_2316,0,0,2,1,1,155.98,5,17,0
AB_2317,0,0,4,1,0,0,1,12,0
AB_2318,0,0,1,0,1,79.49,4,13,0
AB_2319,0,0,1,0,3,96.98,1,14,1
AB_2320,0,0,2,1,0,0,2,21,0
AB_2321,0,0,2,1,3,130.98,5,19,0
AB_2322,0,0,1,0,2,56.99,2,12,1
AB_2323,1,44.792,1,1,1,55.99,0,20,1
AB_2324,0,0,2,0,2,60.99,1,2,1
AB_2325,0,0,2,1,2,71.49,1,23,0
AB_2326,0,0,3,0,0,0,6,13,0
AB_2327,0,0,1,0,3,205.47,0,2,0
AB_2328,0,0,1,1,0,0,2,8,1
AB_2329,0,0,4,0,3,83.98,0,22,0
AB_2330,0,0,1,0,0,0,2,3,1
AB_2331,0,0,1,1,0,0,2,15,1
AB_2332,1,55.99,1,0,4,55.99,1,13,1
AB_2333,0,0,3,0,5,124.98,6,12,1
AB_2334,0,0,4,0,0,0,6,26,0
AB_2335,0,0,1,1,2,62.99,6,20,0
AB_2336,0,0,2,0,3,52.99,0,17,0
AB_2337,0,0,1,1,0,0,5,1,0
AB_2338,1,52.392,3,1,6,65.49,7,5,1
AB_2339,0,0,2,0,0,0,0,18,0
AB_2340,0,0,1,0,0,0,7,16,0
AB_2341,0,0,1,1,4,46.49,7,15,0
AB_2342,0,0,3,0,0,0,7,3,0
AB_2343,0,0,3,0,2,58.99,0,20,0
AB_2344,0,0,1,1,0,0,0,3,0
AB_2345,1,51.992,3,1,6,64.99,6,10,0
AB_2346,1,64.99,3,0,2,64.99,4,15,0
AB_2347,0,0,3,0,4,110.98,1,7,0
AB_2348,0,0,1,1,0,0,0,28,0
AB_2349,0,0,1,1,2,93.98,4,6,1
AB_2350,1,53.49,1,0,1,53.49,5,8,0
AB_2351,0,0,1,1,0,0,6,7,1
AB_2352,0,0,1,0,2,59.99,3,12,1
AB_2353,0,0,1,1,2,155.98,3,14,0
AB_2354,1,56.99,2,0,3,56.99,4,20,1
AB_2355,0,0,2,0,0,0,5,11,0
AB_2356,0,0,3,1,3,59.49,0,22,0
AB_2357,0,0,1,0,6,62.49,6,2,1
AB_2358,0,0,1,1,0,0,3,10,0
AB_2359,0,0,4,0,0,0,4,12,1
AB_2360,0,0,1,0,0,0,0,14,0
AB_2361,1,52.392,4,1,0,0,0,1,1
AB_2362,0,0,1,1,0,0,0,15,1
AB_2363,0,0,3,0,1,63.99,3,21,1
AB_2364,3,133.176,2,1,8,110.98,0,12,0
AB_2365,0,0,3,1,1,73.99,2,15,0
AB_2366,0,0,1,0,3,54.49,1,4,0
AB_2367,0,0,3,1,4,71.99,4,14,1
AB_2368,0,0,2,0,3,70.99,7,24,0
AB_2369,0,0,3,1,0,0,1,18,1
AB_2370,0,0,2,1,0,0,2,11,0
AB_2371,0,0,1,1,3,60.49,3,22,0
AB_2372,0,0,4,0,0,0,5,3,0
AB_2373,0,0,1,1,0,0,7,16,0
AB_2374,0,0,1,0,1,89.98,1,18,0
AB_2375,0,0,1,1,6,94.98,4,22,0
AB_2376,0,0,1,0,0,0,1,10,0
AB_2377,0,0,1,0,0,0,1,3,1
AB_2378,0,0,3,1,1,51.99,0,21,0
AB_2379,0,0,3,1,0,0,2,13,0
AB_2380,0,0,3,1,7,56.99,1,3,0
AB_2381,0,0,1,1,3,65.99,3,28,0
AB_2382,0,0,3,0,0,0,4,24,0
AB_2383,0,0,2,0,0,0,6,18,0
AB_2384,0,0,1,0,10,68.99,2,1,0
AB_2385,0,0,3,0,1,107.98,0,4,1
AB_2386,0,0,1,1,1,66.99,3,1,1
AB_2387,0,0,1,0,0,0,1,19,0
AB_2388,0,0,2,1,3,62.49,0,25,0
AB_2389,0,0,1,0,5,60.49,6,24,0
AB_2390,0,0,1,1,1,57.99,5,9,0
AB_2391,0,0,1,1,0,0,7,9,0
AB_2392,0,0,3,0,0,0,3,14,0
AB_2393,0,0,2,0,0,0,7,22,0
AB_2394,0,0,3,0,2,115.98,6,20,0
AB_2395,0,0,3,1,0,0,0,2,1
AB_2396,0,0,3,1,5,70.49,1,22,0
AB_2397,0,0,3,1,2,69.49,2,22,0
AB_2398,0,0,2,1,0,0,0,8,0
AB_2399,2,89.584,3,1,8,111.98,1,12,0
AB_2400,0,0,3,1,5,58.99,7,10,1
AB_2401,0,0,1,1,0,0,3,16,0
AB_2402,0,0,2,1,0,0,1,12,0
AB_2403,0,0,1,0,2,46.49,0,11,1
AB_2404,0,0,3,1,0,0,4,18,0
AB_2405,0,0,2,0,1,158.97,5,7,1
AB_2406,0,0,1,1,0,0,3,10,0
AB_2407,0,0,1,0,0,0,0,2,1
AB_2408,0,0,1,1,0,0,4,23,0
AB_2409,0,0,1,1,10,54.49,0,24,0
AB_2410,0,0,1,0,2,54.49,2,22,0
AB_2411,1,80.99,1,0,10,80.99,4,12,0
AB_2412,0,0,1,1,0,0,6,15,1
AB_2413,1,53.99,3,0,2,107.98,1,17,1
AB_2414,0,0,2,1,0,0,3,18,1
AB_2415,0,0,1,0,0,0,3,6,0
AB_2416,0,0,2,1,0,0,0,16,0
AB_2417,0,0,1,0,0,0,5,23,0
AB_2418,0,0,3,0,0,0,1,15,1
AB_2419,0,0,1,1,5,62.99,5,24,0
AB_2420,0,0,1,0,0,0,5,16,1
AB_2421,0,0,1,1,0,0,5,18,0
AB_2422,0,0,2,1,4,56.99,3,18,1
AB_2423,0,0,2,0,2,84.49,1,18,1
AB_2424,0,0,4,0,1,37.99,5,6,0
AB_2425,0,0,1,1,0,0,7,7,1
AB_2426,0,0,1,1,4,58.99,1,12,0
AB_2427,0,0,1,0,1,179.97,3,3,0
AB_2428,0,0,1,0,0,0,7,2,0
AB_2429,0,0,1,0,0,0,4,19,1
AB_2430,0,0,1,1,0,0,7,17,0
AB_2431,0,0,2,1,0,0,0,8,0
AB_2432,0,0,2,1,3,118.98,4,2,1
AB_2433,0,0,1,0,1,55.99,1,20,1
AB_2434,0,0,1,1,4,111.98,5,4,0
AB_2435,0,0,4,1,0,0,1,14,0
AB_2436,0,0,1,1,0,0,1,18,0
AB_2437,0,0,3,1,3,73.99,4,19,0
AB_2438,1,54.99,2,0,4,109.98,0,18,1
AB_2439,1,52.792,2,1,4,263.96,4,19,1
AB_2440,0,0,3,1,0,0,5,15,0
AB_2441,0,0,1,0,0,0,5,2,1
AB_2442,0,0,3,1,0,0,1,13,0
AB_2443,0,0,3,1,2,54.49,0,15,0
AB_2444,0,0,3,1,0,0,4,12,0
AB_2445,1,38.392,2,1,2,143.97,3,4,0
AB_2446,0,0,1,1,1,153.98,5,11,0
AB_2447,0,0,1,0,1,111.98,7,6,1
AB_2448,0,0,3,1,1,111.98,1,14,0
AB_2449,0,0,2,0,1,46.99,4,10,1
AB_2450,0,0,1,0,2,88.98,5,5,0
AB_2451,0,0,3,0,3,60.99,4,17,0
AB_2452,0,0,1,0,1,233.97,1,15,1
AB_2453,0,0,1,1,2,52.49,6,13,0
AB_2454,0,0,2,1,0,0,3,23,0
AB_2455,0,0,3,1,3,70.49,1,19,1
AB_2456,0,0,1,0,6,56.49,0,21,0
AB_2457,0,0,3,1,0,0,2,20,1
AB_2458,2,79.984,3,1,5,49.99,7,17,1
AB_2459,0,0,3,0,0,0,6,17,0
AB_2460,0,0,1,0,3,105.98,3,7,1
AB_2461,1,64.99,3,0,1,129.98,4,21,1
AB_2462,0,0,3,1,1,191.97,1,18,0
AB_2463,1,39.592,3,1,1,49.49,5,18,1
AB_2464,0,0,2,0,0,0,0,13,0
AB_2465,0,0,1,1,3,60.49,0,19,0
AB_2466,1,55.49,5,0,5,110.98,0,1,1
AB_2467,0,0,2,1,3,79.99,1,14,0
AB_2468,0,0,1,0,0,0,2,12,1
AB_2469,0,0,1,0,0,0,3,24,1
AB_2470,0,0,2,0,2,197.97,5,14,0
AB_2471,0,0,2,0,3,68.99,2,10,0
AB_2472,0,0,3,1,2,50.99,5,13,0
AB_2473,0,0,3,1,2,51.99,0,7,0
AB_2474,0,0,3,1,2,39.49,3,10,1
AB_2475,1,50.99,3,0,4,152.97,2,16,1
AB_2476,0,0,1,0,3,44.99,4,2,0
AB_2477,0,0,2,0,1,73.99,1,14,0
AB_2478,0,0,1,1,1,45.49,4,15,0
AB_2479,0,0,1,1,1,62.49,3,18,0
AB_2480,1,39.592,1,1,1,49.49,4,20,0
AB_2481,0,0,1,0,0,0,2,10,0
AB_2482,0,0,1,1,1,58.49,7,21,0
AB_2483,0,0,2,0,4,66.99,5,9,0
AB_2484,0,0,1,1,0,0,1,17,0
AB_2485,0,0,4,1,1,52.99,4,5,1
AB_2486,0,0,2,0,0,0,0,23,0
AB_2487,0,0,1,0,1,64.49,5,20,1
AB_2488,0,0,5,1,0,0,1,1,1
AB_2489,0,0,3,1,0,0,1,18,1
AB_2490,0,0,3,0,6,70.49,0,2,0
AB_2491,0,0,1,0,0,0,5,18,1
AB_2492,0,0,3,0,1,55.99,6,15,0
AB_2493,0,0,3,0,0,0,5,1,1
AB_2494,0,0,1,1,9,54.99,5,18,0
AB_2495,0,0,1,1,2,73.99,5,3,0
AB_2496,0,0,1,0,2,96.98,1,14,0
AB_2497,0,0,3,0,0,0,5,19,0
AB_2498,1,69.99,1,0,5,139.98,7,1,1
AB_2499,0,0,2,1,3,188.97,1,14,1
AB_2500,0,0,2,1,2,61.99,2,9,0
AB_2501,0,0,2,1,0,0,7,24,0
AB_2502,0,0,3,1,4,120.98,5,29,1
AB_2503,0,0,1,1,0,0,0,1,1
AB_2504,0,0,3,1,2,58.49,0,23,0
AB_2505,0,0,1,1,2,265.96,6,18,0
AB_2506,0,0,3,1,1,129.98,2,22,0
AB_2507,0,0,1,1,1,170.97,5,20,1
AB_2508,0,0,2,0,4,55.99,4,17,1
AB_2509,0,0,2,0,3,62.49,0,1,1
AB_2510,0,0,4,0,0,0,5,2,1
AB_2511,0,0,1,0,0,0,2,1,0
AB_2512,0,0,1,0,4,67.99,7,20,0
AB_2513,0,0,5,1,8,125.98,7,18,1
AB_2514,0,0,1,0,1,66.99,4,7,0
AB_2515,0,0,1,1,2,105.98,4,5,0
AB_2516,0,0,1,1,1,68.49,2,19,0
AB_2517,0,0,2,0,0,0,0,8,0
AB_2518,0,0,1,0,0,0,2,18,0
AB_2519,0,0,4,1,7,49.99,2,16,0
AB_2520,0,0,1,0,0,0,2,21,0
AB_2521,0,0,1,0,3,151.98,5,12,1
AB_2522,0,0,1,1,2,55.99,7,15,0
AB_2523,0,0,4,0,0,0,6,8,1
AB_2524,0,0,1,0,1,127.98,5,11,0
AB_2525,0,0,3,1,2,56.49,2,20,0
AB_2526,0,0,2,1,3,68.99,2,5,0
AB_2527,0,0,1,1,0,0,2,19,0
AB_2528,0,0,2,0,2,197.97,7,17,0
AB_2529,0,0,1,1,0,0,7,19,0
AB_2530,0,0,2,0,4,73.99,0,12,0
AB_2531,1,51.99,3,0,3,51.99,2,14,0
AB_2532,0,0,1,1,3,71.99,1,8,0
AB_2533,0,0,2,1,1,97.98,4,9,0
AB_2534,0,0,1,0,0,0,1,21,0
AB_2535,0,0,1,0,2,51.99,6,22,1
AB_2536,0,0,2,1,0,0,1,24,1
AB_2537,0,0,1,0,4,59.99,0,1,1
AB_2538,0,0,3,0,3,88.98,7,9,0
AB_2539,0,0,2,0,0,0,7,14,0
AB_2540,0,0,3,0,7,50.99,2,13,0
AB_2541,1,62.99,3,0,6,62.99,1,25,0
AB_2542,0,0,1,1,9,77.98,7,15,0
AB_2543,0,0,3,1,1,55.99,5,12,0
AB_2544,0,0,1,0,0,0,1,4,0
AB_2545,0,0,1,0,0,0,4,21,1
AB_2546,0,0,1,1,0,0,6,11,0
AB_2547,0,0,2,1,1,54.49,1,9,0
AB_2548,0,0,1,1,0,0,4,14,0
AB_2549,0,0,3,0,0,0,2,14,1
AB_2550,0,0,1,1,2,182.97,5,22,0
AB_2551,0,0,2,0,0,0,5,4,1
AB_2552,0,0,4,1,0,0,0,16,1
AB_2553,0,0,2,1,0,0,6,12,0
AB_2554,0,0,3,0,1,59.99,5,10,0
AB_2555,0,0,1,0,0,0,2,7,0
AB_2556,0,0,1,1,6,65.99,6,12,0
AB_2557,0,0,4,1,5,55.99,4,18,0
AB_2558,0,0,2,0,2,56.49,7,17,1
AB_2559,0,0,3,0,0,0,5,19,0
AB_2560,0,0,1,1,4,76.99,1,14,0
AB_2561,0,0,4,0,9,65.49,5,10,0
AB_2562,0,0,1,1,3,60.99,0,21,1
AB_2563,1,39.592,5,1,9,49.49,3,25,1
AB_2564,0,0,5,1,6,73.49,4,8,0
AB_2565,0,0,1,1,0,0,4,9,1
AB_2566,0,0,1,1,2,143.98,5,15,1
AB_2567,0,0,1,1,0,0,1,9,0
AB_2568,0,0,4,0,2,77.99,0,15,0
AB_2569,0,0,1,1,3,49.99,1,17,0
AB_2570,1,53.99,2,0,9,107.98,6,9,1
AB_2571,0,0,2,0,0,0,5,26,0
AB_2572,2,75.984,3,1,8,94.98,2,11,0
AB_2573,0,0,3,0,3,48.99,6,18,0
AB_2574,0,0,1,0,1,115.98,4,12,0
AB_2575,0,0,1,0,2,50.99,0,3,0
AB_2576,0,0,3,1,0,0,2,10,1
AB_2577,0,0,3,1,0,0,7,21,0
AB_2578,0,0,2,1,6,47.99,1,7,0
AB_2579,0,0,3,0,0,0,2,11,1
AB_2580,0,0,1,0,4,59.99,2,22,0
AB_2581,0,0,3,0,3,64.99,5,20,1
AB_2582,0,0,4,1,4,52.49,4,10,1
AB_2583,0,0,1,1,0,0,1,6,1
AB_2584,0,0,3,0,3,66.49,2,3,1
AB_2585,0,0,3,1,3,65.49,5,8,1
AB_2586,0,0,1,0,3,54.99,5,19,0
AB_2587,0,0,3,1,3,113.98,4,11,1
AB_2588,0,0,2,0,1,82.49,5,18,0
AB_2589,0,0,1,1,0,0,1,21,0
AB_2590,0,0,3,0,0,0,6,22,0
AB_2591,0,0,3,0,2,58.99,0,17,1
AB_2592,0,0,1,1,1,100.98,5,12,0
AB_2593,0,0,1,1,0,0,1,22,0
AB_2594,0,0,1,1,2,59.99,2,3,0
AB_2595,0,0,2,1,3,68.99,3,3,0
AB_2596,0,0,2,0,0,0,1,21,1
AB_2597,0,0,2,0,0,0,5,24,0
AB_2598,0,0,1,1,1,53.99,5,4,0
AB_2599,0,0,2,0,3,54.99,0,19,0
AB_2600,0,0,2,0,0,0,2,12,0
AB_2601,1,51.192,1,1,4,63.99,4,16,1
AB_2602,0,0,2,1,3,61.99,6,9,0
AB_2603,0,0,3,1,0,0,7,21,1
AB_2604,0,0,3,1,0,0,0,18,0
AB_2605,0,0,1,0,1,63.99,2,13,0
AB_2606,0,0,3,1,1,77.49,4,6,1
AB_2607,0,0,1,1,1,66.49,5,5,1
AB_2608,0,0,2,0,0,0,6,16,0
AB_2609,0,0,1,0,1,173.97,0,14,0
AB_2610,0,0,1,0,3,124.98,7,5,1
AB_2611,0,0,2,0,0,0,1,1,0
AB_2612,0,0,1,0,1,73.99,0,6,0
AB_2613,0,0,3,1,2,50.99,1,23,0
AB_2614,1,42.99,2,0,0,0,4,21,1
AB_2615,0,0,1,1,1,49.99,4,6,0
AB_2616,0,0,1,0,0,0,0,12,1
AB_2617,0,0,2,0,0,0,5,12,0
AB_2618,0,0,3,1,1,70.49,0,16,0
AB_2619,0,0,2,1,1,63.99,2,2,0
AB_2620,0,0,3,0,0,0,7,11,1
AB_2621,0,0,1,0,1,133.98,3,7,0
AB_2622,1,43.992,2,1,1,54.99,1,9,1
AB_2623,0,0,1,0,1,74.49,1,12,0
AB_2624,0,0,3,1,2,339.96,6,18,0
AB_2625,1,40.792,4,1,0,0,2,1,1
AB_2626,0,0,3,0,0,0,0,28,0
AB_2627,0,0,1,0,2,52.49,0,2,0
AB_2628,0,0,2,1,1,132.98,5,15,0
AB_2629,0,0,3,0,1,51.49,5,13,0
AB_2630,0,0,3,0,0,0,2,7,1
AB_2631,0,0,1,0,0,0,6,24,0
AB_2632,0,0,3,0,0,0,6,24,0
AB_2633,0,0,3,0,5,61.49,5,16,0
AB_2634,0,0,3,0,3,53.99,6,25,0
AB_2635,0,0,4,1,3,131.97,4,1,0
AB_2636,0,0,5,0,5,60.99,0,10,0
AB_2637,0,0,3,0,2,63.49,6,24,0
AB_2638,0,0,1,1,1,64.49,0,5,1
AB_2639,0,0,1,1,0,0,6,17,0
AB_2640,0,0,1,1,5,66.99,0,16,0
AB_2641,0,0,2,1,6,59.99,4,1,1
AB_2642,0,0,2,1,9,61.49,2,20,0
AB_2643,0,0,2,0,1,67.99,5,1,1
AB_2644,0,0,2,1,2,54.49,4,1,0
AB_2645,0,0,1,0,2,125.98,5,10,0
AB_2646,0,0,4,0,4,86.98,5,6,0
AB_2647,0,0,1,0,2,265.96,5,7,0
AB_2648,0,0,3,0,0,0,6,2,0
AB_2649,0,0,4,1,2,161.97,5,5,0
AB_2650,0,0,1,1,1,179.97,3,9,0
AB_2651,0,0,1,1,6,77.99,6,5,1
AB_2652,0,0,2,0,0,0,1,12,0
AB_2653,0,0,2,1,5,60.99,3,9,0
AB_2654,0,0,3,0,4,78.99,4,14,0
AB_2655,1,63.99,5,0,5,63.99,0,23,1
AB_2656,0,0,2,0,0,0,6,5,1
AB_2657,0,0,1,0,9,54.99,5,13,0
AB_2658,0,0,1,0,2,118.98,0,22,1
AB_2659,0,0,3,0,0,0,1,20,0
AB_2660,0,0,3,1,0,0,0,9,1
AB_2661,0,0,1,0,2,67.49,1,20,0
AB_2662,0,0,1,0,0,0,3,4,0
AB_2663,0,0,3,1,2,197.97,1,19,1
AB_2664,0,0,3,1,1,68.49,5,22,0
AB_2665,0,0,1,1,4,75.99,4,25,0
AB_2666,0,0,2,0,3,89.98,7,17,0
AB_2667,1,43.592,2,1,1,54.49,4,17,0
AB_2668,0,0,1,0,1,64.49,1,16,0
AB_2669,2,94.384,2,1,2,58.99,0,15,1
AB_2670,0,0,2,0,2,103.98,4,8,0
AB_2671,0,0,2,0,0,0,7,4,0
AB_2672,1,40.392,4,1,12,50.49,5,10,0
AB_2673,0,0,1,0,1,125.98,5,15,0
AB_2674,1,36.792,1,1,4,45.99,1,17,1
AB_2675,0,0,3,1,1,55.99,3,17,0
AB_2676,0,0,1,1,0,0,3,27,0
AB_2677,0,0,1,1,4,99.98,4,16,0
AB_2678,1,49.592,2,1,8,61.99,0,3,0
AB_2679,0,0,3,0,0,0,2,12,0
AB_2680,0,0,3,0,2,49.49,2,30,0
AB_2681,0,0,1,0,0,0,0,2,0
AB_2682,0,0,3,1,0,0,2,26,0
AB_2683,0,0,1,0,1,51.99,7,12,0
AB_2684,0,0,3,1,4,48.99,6,23,0
AB_2685,0,0,1,1,2,113.98,1,18,0
AB_2686,0,0,3,1,0,0,4,3,0
AB_2687,2,139.184,3,1,12,173.98,3,16,0
AB_2688,0,0,3,0,3,125.98,5,12,0
AB_2689,0,0,1,0,1,65.99,0,19,1
AB_2690,0,0,3,0,0,0,0,23,0
AB_2691,1,46.392,2,1,4,115.98,0,14,1
AB_2692,1,43.992,3,1,17,164.97,5,16,0
AB_2693,0,0,2,0,1,62.49,1,2,0
AB_2694,1,56.99,3,0,3,56.99,3,16,0
AB_2695,0,0,3,0,1,61.49,3,4,0
AB_2696,0,0,1,1,0,0,4,6,0
AB_2697,0,0,2,0,0,0,1,4,0
AB_2698,0,0,1,0,0,0,0,7,0
AB_2699,1,61.49,1,0,12,61.49,3,14,0
AB_2700,0,0,3,0,0,0,1,15,0
AB_2701,0,0,3,1,0,0,0,4,0
AB_2702,0,0,3,0,4,180.98,1,16,0
AB_2703,0,0,1,0,0,0,1,17,0
AB_2704,2,137.98,1,0,7,68.99,2,9,1
AB_2705,0,0,2,1,4,45.49,0,15,0
AB_2706,0,0,2,0,2,182.97,6,10,1
AB_2707,0,0,4,0,7,57.49,4,15,0
AB_2708,0,0,1,0,2,117.98,5,25,1
AB_2709,0,0,3,1,3,178.47,0,13,1
AB_2710,0,0,4,1,3,59.99,2,9,1
AB_2711,0,0,1,1,2,247.96,6,1,0
AB_2712,0,0,2,0,3,65.99,1,14,0
AB_2713,0,0,5,0,7,66.99,3,37,0
AB_2714,0,0,1,0,0,0,7,20,0
AB_2715,0,0,1,1,3,115.98,7,13,1
AB_2716,0,0,2,0,9,63.49,4,21,0
AB_2717,0,0,1,0,1,203.97,0,11,0
AB_2718,0,0,1,0,0,0,3,9,0
AB_2719,0,0,1,0,0,0,0,5,0
AB_2720,0,0,2,0,3,110.98,5,19,0
AB_2721,0,0,1,0,0,0,5,13,1
AB_2722,1,55.592,2,1,0,0,0,20,0
AB_2723,0,0,1,1,0,0,1,23,1
AB_2724,0,0,1,1,2,47.49,7,23,0
AB_2725,0,0,4,0,2,135.98,4,10,0
AB_2726,0,0,2,1,0,0,7,9,0
AB_2727,0,0,1,0,3,64.99,6,15,1
AB_2728,0,0,3,0,1,65.99,6,18,0
AB_2729,0,0,1,1,3,51.99,1,7,1
AB_2730,0,0,3,0,1,124.98,0,1,1
AB_2731,0,0,3,1,1,82.98,1,16,0
AB_2732,0,0,1,0,1,62.99,4,15,0
AB_2733,0,0,3,0,2,80.99,3,15,0
AB_2734,0,0,1,0,0,0,4,16,0
AB_2735,0,0,1,0,2,65.99,5,23,0
AB_2736,0,0,3,1,2,70.99,6,24,1
AB_2737,0,0,3,1,0,0,3,11,0
AB_2738,0,0,2,1,0,0,0,2,0
AB_2739,0,0,3,1,1,62.99,5,10,0
AB_2740,0,0,3,0,1,39.99,7,21,1
AB_2741,0,0,1,0,3,59.99,5,13,0
AB_2742,1,39.192,2,1,4,48.99,0,17,1
AB_2743,0,0,3,0,1,68.49,0,15,0
AB_2744,0,0,1,0,0,0,2,17,0
AB_2745,1,41.992,3,1,1,52.49,4,16,1
AB_2746,0,0,3,0,0,0,4,3,0
AB_2747,0,0,1,1,1,122.98,7,18,0
AB_2748,0,0,3,1,0,0,1,12,0
AB_2749,0,0,4,1,3,48.49,2,28,0
AB_2750,0,0,1,1,1,131.98,2,19,0
AB_2751,0,0,1,0,3,63.99,6,15,0
AB_2752,1,81.99,1,0,0,0,1,3,0
AB_2753,0,0,3,1,0,0,0,17,0
AB_2754,0,0,1,0,2,81.98,4,23,1
AB_2755,1,67.592,2,1,0,0,5,10,1
AB_2756,0,0,1,0,2,105.98,2,2,1
AB_2757,0,0,1,1,2,69.49,4,10,1
AB_2758,0,0,1,1,1,55.99,5,1,1
AB_2759,0,0,1,0,0,0,2,3,1
AB_2760,0,0,3,0,0,0,6,25,0
AB_2761,0,0,3,1,0,0,3,11,1
